0x0001f66cB18776F6c0E2184B60c4B367A2e08b6e,293cca42af6ce7b5331e12dfacf79964d84c2101b7076264018ac2f6acbc8022c8e217c5d4efbf2e6e636b59460eb0fc468a6556e025067b7464c2b155ed14c5,fetch1qdwekxtkvyl247rxvn88g75wc3fxg0fsk3rlez,873256503845980280.02,856507150000797308,16749353845182972.02
0x0009Af4Fc4318de8b959A5E8C0F622e297929417,19c8010e9d149321d8f7b629e989a43cca1ba6e4944260c4cb0c8d4b181ff675334ed7678fffd0784f5f554fe6cb8120d7c19092cd54fb5511d2d1ee5fa05f11,fetch1jj5ghlpswr5z9r99vg6ecs5x6luux7vepau52j,44171252571426712586000,41229000000000000000000,2942252571426712586000
0x000a2c5dD1dEa2F18dfE9408b239205Ab7583C78,d4962676f5a09853610bd0cd71a5a3835789c0d2360939b52d7df5817d637206839330a31f957ee31e443afcc13164b869b7775be983886e63066d96b61ff94f,fetch1dhymselp8e05r8k7rhht78uy9l2wqdnatc8aj4,386081862509845801.4,375339861194235902,10742001315609899.4
0x002570980aA53893C6981765698b6eBAB8aE7EA1,8edcadb8ec99039ebcb93ba8360f26d1634034e986e53edf319509d57b4e200ffdf8d9d284efa9a6c3a7bfadd1d16e88d5343603ebbec0cb1040350a79ab3009,fetch1hv5ccvqu6w3dfzx6wwvcqvpx98n6fu4v94jwmf,161712990825445164180000,155408482000000000000000,6304508825445164184900
0x004c25ceE0616be25ad5185451Bfc083BD66FFf9,0ec531a5289516c2014ff92c0fe73eaa2e85d95fdcd4eeb4c85978fc834178ad43caf6591abbc4405f7382d10172d65851696f11cc8f62c021e7b989712465cb,fetch1vlrkav6tnd8vpnfdccngclz08gy67cexrp8fye,626276161186198564.66,619650889621179255,6625271565019309.66
0x00Aa19E6Fa5e55756c776D004F25ffA1FdC69f14,8ce21c5d4f1f1aa7698417d10d2cca823b2a0f4912055412fcf3836c9a3c1d5d48c97e7f50581f2f01d565275e946e8c9b8d8734d9a5222598ec214a0a8ed0ea,fetch1rmcvqveazaxnewam6hxpyyj2f9gr7qw3mf98a8,479811019217180245.93,479605835622257928,205183594922317.93
0x00FA08456A8A2CD6595065f02Ae178c7b155624c,249b51011ca72cc8a14e5b367b7495064b063e3faed5e0960c19f62f334d3e571855e7b943c50cfd47b2091399ba63c1272adbee49a0b49b1d7033948c2807d9,fetch1rmsuwlqjqpykj89knn27p8p4ev84zqfjdersz3,142507035910225868860000,136861291039134833270000,5645744871091035594900
0x00aa8185BED9891d5197a4c072075F5ACE726B51,bf25a76e7bf3565341215a1d995bae8e8e552e4dbf14e48c77ec54d152180774d11b6091c9017d7d70de7646ebe1f7a87d70907982002464b6e144de7d7f6c0c,fetch1sscx9wsv53tyz8wjfjh9rg7ac0ux5jgrlfnuag,1402329071359186596400,1317000000000000000000,85329071359186596400
0x00b280a8a7d4322AF49328cC2E55610059086B6e,e91ccca9a35dfba49ddda31bcf589e7318d16bb2d6eb34c01b01b639602bf808f2206883bb4b98219966c97a3decddacdaf0544dc0a6a4abab938d45b6475660,fetch175y4srgmnrr3zfjau463q05esq0hx5u58jkwpm,1451379163096553215200,1436000000000000000000,15379163096553215200
0x00e8436BA57bC1057e4f045085854EF4b092663F,141b9354832c2620921777ed814dabee43873f612e61266ba1c9cf2476bb088b03163f7e4a3625fa30513bf5d0a6b416ec247916d257f8ee13d366321974c262,fetch1jzs29kklk93yg784ftj9ft3xevx7pd6drvq28l,59373970996956703308000,56807000000000000000000,2566970996956703308000
